oldSerialNumber,_id,name,description,exerciseType,difficulty,category,tags,notes,rhythms,chords,style,authors,instructions,driveChartsLinks,expectedDurationLowerBoundValue,expectedDurationLowerBoundUnit,expectedDurationUpperBoundValue,expectedDurationUpperBoundUnit,createdAt,updatedAt,relatedExercises,scoreType,targetAudience,diagramStyle,explanationVideo,scoreCheckType,xpScore,skillsScore,feedback,linkToDriveFolder,Lead Sheet,Scale,Scale | Notes Names,Notes Names | Roots Names
18,43,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,,,,Lead Sheet,עירד דורון,תרגיל לאלתור רבעים,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1nvswd5ta5yxYjmjJ3OYviOgiJICUS7dP?usp=drive_link,https://drive.google.com/file/d/1eMxwG1Za3Hs3_wAh_fmayXEEvDriQJT3/view?usp=drive_link,,,
19,44,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,,,,Lead Sheet,עירד דורון,תרגיל לאלתור רבעים,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/19rMr0UWIKO82NKEOAQq45i03PDbzhpQr?usp=drive_link,https://drive.google.com/file/d/1Xi4aBveshmeXaqDip1It3f2nzEoXRLfN/view?usp=drive_link,,,
20,45,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,,,,Lead Sheet,עירד דורון,תרגיל לאלתור רבעים,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1Lc8VhPGSnO-d-xSW3zkBwU_qWu2u5jdw?usp=drive_link,https://drive.google.com/file/d/1I5YGcYOyMr0dcl9wPcgCqDOcGadrudYz/view?usp=drive_link,,,
21,46,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,,,,Lead Sheet,עירד דורון,תרגיל לאלתור רבעים,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1an2baxbJ9DZmNNCY2UWEjZlBGydjA1lr?usp=drive_link,https://drive.google.com/file/d/1tFKd2Ls0qv5qzcCOEIxnqrxlmXbc4RDz/view?usp=drive_link,,,
22,47,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,רבע | חצי | שמינית | רבע מנוקד | קשת,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1ncVDBqi7Ir2EDOOvIe1hBsIAIf0eQz2d?usp=drive_link,https://drive.google.com/file/d/1yXUos7wYt9c1tCH1oYoLE0sERUaefzYr/view?usp=drive_link,,,
23,48,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1bmx3RB50wqR_jPSISkP41PK09Aq9zrTY?usp=drive_link,https://drive.google.com/file/d/1e3JUyub05t9q1GOVIhzJnBpe_-klPx1u/view?usp=drive_link,,,
24,49,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1T4QLN8AvNe_IW-5qIYKi3QoGZcy9kmkr?usp=drive_link,https://drive.google.com/file/d/1Zm0aMnNgUqado1mgIFbjnDmQ2PeeNomR/view?usp=drive_link,,,
25,50,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1hRPNINvRov6ObVAUdWNe3jRz6lNrbEbv?usp=drive_link,https://drive.google.com/file/d/1j2FRdsvCZQ9dh12y6CrMsFfBxES1_bEn/view?usp=drive_link,,,
26,51,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1kCDjzkb8hm_DX7oqIPHtmsGE-m7F54Ec?usp=drive_link,https://drive.google.com/file/d/1p7VUbMF1wc8PFzCB9Tj0wdvbyAmUvNmb/view?usp=drive_link,,,
27,52,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1tTbz6PXCKrR2MiHYJ6mHFcareNx9zi2-?usp=drive_link,https://drive.google.com/file/d/1xSKuv0WKh_yTV2STgu_2qn8r6EwhSSma/view?usp=drive_link,,,
28,53,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1oz4iiXFgdk1OIPPNqvJZhKx4vALsWhjA?usp=drive_link,https://drive.google.com/file/d/1_eNUPl2tl83LBHpLZOP7ZVrxMuJd90bf/view?usp=drive_link,,,
29,54,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1oz4iiXFgdk1OIPPNqvJZhKx4vALsWhjA?usp=drive_link,https://drive.google.com/file/d/1E-EhMS5U4Wjo4La42h93cagNnPizVICD/view?usp=drive_link,,,
30,55,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1Fsg2enTFjFM4O72uTVRWKF6bh6b2Bh1z?usp=drive_link,https://drive.google.com/file/d/1pDxzDEIXWPLaeG672DjOifrRfBcT3-5V/view?usp=drive_link,,,
31,56,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור רבעים מנוקדים,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1zPuboyusZrsYip-OusKADPPYT3nA4daL?usp=drive_link,https://drive.google.com/file/d/1CJCnHAWCWnRQRjW_wEHEWSzc6156mmaG/view?usp=drive_link,,,
32,57,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1ObHTRVWQl5BWuzibrvlL5V63FRRllKHH?usp=drive_link,https://drive.google.com/file/d/17-3P_n9Fu0BelYbh3MxHJPV_ySzHGKb3/view?usp=drive_link,,,
33,58,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1umNKVObGnpuFJMbM0IgDEiYZMwrPx2rr?usp=drive_link,https://drive.google.com/file/d/1yHyGh_GASkZUbVxXx8dankyZ8kyvhoH5/view?usp=drive_link,,,
34,59,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור רבעים,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1umNKVObGnpuFJMbM0IgDEiYZMwrPx2rr?usp=drive_link,https://drive.google.com/file/d/1PRQ3qL5fXaiHpwBJ8wJ4fpg0SVQaqEF8/view?usp=drive_link,,,
35,60,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1hYuisLjASKgpGYFJiJgM7I6NDAyx44bF?usp=drive_link,https://drive.google.com/file/d/1WVeoKR4h5R8SkiAvoNggPL4Ux9lJJqEZ/view?usp=drive_link,,,
36,61,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור רבעים,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/17vWGvlxs1CA-naQ2JuyrXVpXzC9Qwovw?usp=drive_link,https://drive.google.com/file/d/1RjDn5wVwBINHOv4-Qvs_84XKa-35YQ6v/view?usp=drive_link,,,
37,62,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1T-e6LX09T8MYiDz3Z24bnDO9aSGQwBce?usp=drive_link,https://drive.google.com/file/d/1YEEBJKPMbA2o-UNPBF7X-gTQf90h0lAZ/view?usp=drive_link,,,
38,63,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/11f2yVEEqmSmqfgdMPq9iCBA6xK9magIk?usp=drive_link,https://drive.google.com/file/d/1rqVIfwfvmwLIhgUcHv09CVKjJI767wnU/view?usp=drive_link,,,
39,64,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1eXqYRZE89HFPPYxd6YBVrPJAxh6pd_9E?usp=drive_link,https://drive.google.com/file/d/1O1Ipi99M8jyZiuIQ1bIyPJcoK1wYe_iw/view?usp=drive_link,,,
40,65,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1Nedge1pFoMXBlLsB8sLgwXOEue7MDWlI?usp=drive_link,https://drive.google.com/file/d/1eG4xWrAYpxLEItvLsWVrVADJk_rHj-xD/view?usp=drive_link,,,
41,66,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1NvcfttGY1WwJkiCiXlmfTU2itvmXmXMQ?usp=drive_link,https://drive.google.com/file/d/1ZMqyIX67fUI5iAEEahbloEMdKIoBrR1G/view?usp=drive_link,,,
42,67,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/13ZGuCUxhgJDnduLAGZEGCd7VYUZOulkM?usp=drive_link,https://drive.google.com/file/d/1UrvRw8XlZPjlC5Zsp-wwUkMW7BmtIIgb/view?usp=drive_link,,,
43,68,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1ERmavHUiawsdStUaP3wmfFXu2tH9ZShH?usp=drive_link,https://drive.google.com/file/d/17IhfBVupKt-a3Oyve4lNte67ipQB8HKP/view?usp=drive_link,,,
44,69,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1mYdt8339MzDO35BiqUJK4-1emA5c964y?usp=drive_link,https://drive.google.com/file/d/16ukcMY24viVIOymyUYZF-MXbJQAV1ZcL/view?usp=drive_link,,,
46,70,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1SAMb2fJxiZ8F-3Ls4auzuoRH7RztwPdL?usp=drive_link,https://drive.google.com/file/d/1Z-Nfux9moWKZ29P7c1T3iPVnhsvJQ8rc/view?usp=drive_link,,,
47,71,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1ZrDjizhYmqn0p2YdBhihyQmeC3TISUIC?usp=drive_link,https://drive.google.com/file/d/11CfxfhK504vM94WeMZmjPnOlFt9Y05gl/view?usp=drive_link,,,
48,72,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/18TT-d9MvSKw4ohDEjc0AhpNl1EmNwh96?usp=drive_link,https://drive.google.com/file/d/1rFye8kkSsOkd30PQVxcQi0R1LjRmM316/view?usp=drive_link,,,
49,73,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור רבעים מנוקדים,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1zotK_R5bxwMR1AOXQl7wuhmhVrGDp5cH?usp=drive_link,https://drive.google.com/file/d/1iq2s8VNeIp7r8rwJE0f6fNsJMr_BEeS6/view?usp=drive_link,,,
50,74,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1clX2UQO6JBuh4ki60mdLePq7z4CoIz-c?usp=drive_link,https://drive.google.com/file/d/1O8HJU7Xbr9VlIpIYWocri-zsvvM8QCbP/view?usp=drive_link,,,
51,75,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1biNpg1_bTqWETW9-I5Nt1wq2vSpr2ti9?usp=drive_link,https://drive.google.com/file/d/12lrTfLU_Gpvhl4cz5-FQplpZnrOPuB6r/view?usp=drive_link,,,
52,76,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1aSfAHpI-riDZ5htDLtw1NZZ3SpDXXph4?usp=drive_link,https://drive.google.com/file/d/1RRd3sDHYwOkaZceVZpSHzeWdefWLXmW3/view?usp=drive_link,,,
53,77,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור רבעים מנוקדים,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1o9eEDIgJr1UqUyuS2O9ounUMWzOatYaG?usp=drive_link,https://drive.google.com/file/d/1mzEpizxMoQbWrVUfbLAqFznC_Z6xFrB2/view?usp=drive_link,,,
54,78,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור רבעים,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1swVcuOtDtpFHosp-Mi4zVJOonyEZj3bz?usp=drive_link,https://drive.google.com/file/d/16dkZxK8YlVMHLWivfXJ94zTba7p-cbWH/view?usp=drive_link,,,
55,79,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור רבעים,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1ZyN-ZXboOTkPWeu3XY7puUiNrH-IfnAJ?usp=drive_link,https://drive.google.com/file/d/1sEHnvr1Jjhij-pKCoWycMcgz3piaFbRd/view?usp=drive_link,,,
56,80,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/15mN2cqH9ScQzlWuEOaiQ2XL2lNTa4Gwa?usp=drive_link,https://drive.google.com/file/d/11pE1B5xeXvuahVLmOcWq7k8H0qXbpZ5w/view?usp=drive_link,,,
57,81,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור רבעים,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/10vSmXhppjgnr8IYYZfyUYwleXS6t0Xwl?usp=drive_link,https://drive.google.com/file/d/1OXI_cZdC_7jYa02uZx9g6KyFO8AXuc6U/view?usp=drive_link,,,
58,82,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1owiGKH1uS8mLuX7wudZfTG3e40tPqnom?usp=drive_link,https://drive.google.com/file/d/19hMPKs2LZzVCX1kVRJSNzfyBGj3VPIqQ/view?usp=drive_link,,,
59,83,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1Rtey6MiSlJVjucUO2NaOjE--NdqDC_4b?usp=drive_link,https://drive.google.com/file/d/1Kam8Cr7HE-zcU8APn3z9CpnFZfhroJRk/view?usp=drive_link,,,
60,84,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/17zxXUZpvt4lzyzKKmv1R6M6vfKH0yB1I?usp=drive_link,https://drive.google.com/file/d/1shSNYnckN8kiMlPljbE4YOpY_OX442V0/view?usp=drive_link,,,
61,85,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1M6kxPEi1IblqyMiKYbi0ciKm7z5P7hWO?usp=drive_link,https://drive.google.com/file/d/1ccpCcGA6ReMCEzQANmrxSzg0BopsBF_D/view?usp=drive_link,,,
62,86,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1JP00Is-s_RJ02d8wV8tjXiRdc6ZVXGfG?usp=drive_link,https://drive.google.com/file/d/13aWW5n7qfxiykKpmcfVMfUxlupFodRwy/view?usp=drive_link,,,
63,87,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור רבעים,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1bg0j6YewBYnkO76RZzPr5vdebB_2iW_S?usp=drive_link,https://drive.google.com/file/d/1W9WSVpiW3F9V-_q-ZR_b4ek6Xu2qCe6Z/view?usp=drive_link,,,
64,88,תרגיל אלתור,,Piano Score Playing,1,,מתחילים,אוקטבה ראשונה ושנייה,,,Lead Sheet,עירד דורון,תרגיל לאלתור שמיניות,,,,,,,,,,,,,,,,,https://drive.google.com/drive/folders/1sd5z_BvsHmk7fKjpcMw7-bdpjmrCSErc?usp=drive_link,https://drive.google.com/file/d/1U_cs8My7k4bsuOpcReiHZDB3tf4Yr5yB/view?usp=drive_link,,,
,,,,,,,,,,,,,,Sheet Music | C,,,,,,,,,,,,,,,,,,,,